seed,n_sources,n_cleared,clear_ratio,virtual_time_s,avg_locate_clear_time_s,real_elapsed_s,program_run_time_s,n_measure,n_clear_ok,n_clear_fail,n_switch,n_actions,n_requests,census_points_visited,ended_reason,unresolved,proven_empty,action_log_size,wall_s
40,13,13,1.0,3976.298126448418,305.8690866498783,0.03099999999994907,0.03099999999994907,156,13,0,149,169,171,7,user_exit,,3 4 9 11 15 18 20,171,0.03099999999994907
41,14,14,1.0,4865.20870600497,347.51490757178357,0.032000000000152795,0.032000000000152795,162,14,0,151,176,178,7,user_exit,,1 12 14 15 16 20,178,0.032000000000152795
42,10,10,1.0,4419.790416533659,441.97904165336587,0.03099999999994907,0.03099999999994907,155,10,0,148,165,167,7,user_exit,,1 3 5 10 14 15 16 17 18 20,167,0.03099999999994907
43,13,13,1.0,4440.5210100377735,341.57853923367486,0.01599999999962165,0.01599999999962165,162,13,0,152,175,177,7,user_exit,,2 3 8 9 11 18 20,177,0.01599999999962165
44,14,14,1.0,4720.753360189471,337.1966685849622,0.046000000000276486,0.046000000000276486,165,14,0,152,179,181,7,user_exit,,6 9 11 12 14 19,181,0.046000000000276486
45,16,16,1.0,5283.863952491635,330.2414970307272,0.032000000000152795,0.032000000000152795,170,16,0,155,186,188,7,user_exit,,1 2 11 17,188,0.032000000000152795
46,13,13,1.0,4160.023970144746,320.0018438572882,0.03099999999994907,0.03099999999994907,155,13,0,149,168,170,7,user_exit,,5 6 10 11 12 16 17,170,0.03099999999994907
47,10,10,1.0,4699.951409980536,469.99514099805356,0.03099999999994907,0.03099999999994907,156,10,0,147,166,168,7,user_exit,,1 3 4 5 6 11 12 13 16 20,168,0.03099999999994907
48,10,10,1.0,4300.099900160691,430.0099900160691,0.01599999999962165,0.01599999999962165,155,10,0,148,165,167,7,user_exit,,2 3 4 7 9 11 14 16 19 20,167,0.01599999999962165
49,10,10,1.0,4491.234063702083,449.12340637020833,0.03099999999994907,0.03099999999994907,158,10,0,148,168,170,7,user_exit,,2 3 5 7 10 14 15 16 19 20,170,0.03099999999994907
50,15,15,1.0,5459.064631253415,363.937642083561,0.04700000000048021,0.04700000000048021,178,15,0,154,193,195,7,user_exit,,1 9 13 14 18,195,0.04700000000048021
51,12,12,1.0,4760.399488678378,396.6999573898648,0.03099999999994907,0.03099999999994907,163,12,0,149,175,177,7,user_exit,,1 2 3 6 7 11 12 20,177,0.03099999999994907
52,16,16,1.0,4631.3166013846585,289.45728758654116,0.03099999999994907,0.03099999999994907,162,16,0,152,178,180,7,user_exit,,3 11 17 20,180,0.03099999999994907
53,15,15,1.0,5698.197835806234,379.8798557204156,0.032000000000152795,0.032000000000152795,178,15,0,154,193,195,7,user_exit,,3 7 9 10 20,195,0.032000000000152795
54,12,12,1.0,4292.294429671344,357.691202472612,0.03099999999994907,0.03099999999994907,162,12,0,148,174,176,7,user_exit,,1 5 8 10 11 14 15 16,176,0.03099999999994907
55,16,16,1.0,4816.323523831451,301.0202202394657,0.03099999999994907,0.03099999999994907,167,16,0,154,183,185,7,user_exit,,1 4 10 11,185,0.03099999999994907
56,12,12,1.0,4854.32900706473,404.52741725539414,0.015000000000327418,0.015000000000327418,171,12,0,150,183,185,7,user_exit,,2 3 8 14 15 17 18 19,185,0.03099999999994907
57,10,10,1.0,4818.674301292561,481.8674301292561,0.016000000000531145,0.016000000000531145,153,10,0,146,163,165,7,user_exit,,1 2 3 4 9 11 12 14 17 18,165,0.016000000000531145
58,13,13,1.0,4474.901811440819,344.2232162646784,0.03099999999994907,0.03099999999994907,165,13,0,151,178,180,7,user_exit,,1 2 4 5 8 15 20,180,0.03099999999994907
59,15,15,1.0,4928.071167606108,328.5380778404072,0.03099999999994907,0.03099999999994907,162,15,0,150,177,179,7,user_exit,,8 10 12 14 15,179,0.03099999999994907
60,11,11,1.0,4319.020742858943,392.638249350813,0.03099999999994907,0.03099999999994907,164,11,0,149,175,177,7,user_exit,,2 3 6 7 8 9 10 11 20,177,0.03099999999994907
61,12,12,1.0,4417.539057217659,368.1282547681383,0.03099999999994907,0.03099999999994907,155,12,0,148,167,169,7,user_exit,,1 2 5 7 10 12 14 16,169,0.03099999999994907
