seed,n_sources,n_cleared,clear_ratio,virtual_time_s,avg_locate_clear_time_s,real_elapsed_s,program_run_time_s,n_measure,n_clear_ok,n_clear_fail,n_switch,n_actions,n_requests,census_points_visited,ended_reason,unresolved,proven_empty,action_log_size,wall_s
141,12,12,1.0,4870.316675143634,405.85972292863613,0.04700000000048021,0.04700000000048021,161,12,0,145,173,175,7,user_exit,,2 4 6 13 14 15 17 18,175,0.04700000000048021
142,10,10,1.0,4156.047886598106,415.6047886598106,0.0319999999992433,0.0319999999992433,147,10,0,143,157,159,7,user_exit,,4 5 6 8 12 13 16 18 19 20,159,0.0319999999992433
143,16,16,1.0,4722.388940093043,295.1493087558152,0.031000000000858563,0.031000000000858563,160,16,0,153,176,178,7,user_exit,,4 6 12 15,178,0.031000000000858563
144,12,12,1.0,4451.347527291244,370.9456272742703,0.046999999998661224,0.046999999998661224,152,12,0,145,164,166,7,user_exit,,3 7 9 10 11 14 15 17,166,0.046999999998661224
145,13,13,1.0,4564.7004569994415,351.1308043845724,0.031000000000858563,0.031000000000858563,159,13,0,146,172,174,7,user_exit,,2 4 7 8 9 18 20,174,0.031000000000858563
146,16,16,1.0,5379.637898025179,336.2273686265737,0.04700000000048021,0.04700000000048021,168,16,0,148,184,186,7,user_exit,,1 6 9 17,186,0.04700000000048021
147,10,10,1.0,4928.999541986047,492.8999541986047,0.046999999998661224,0.046999999998661224,158,10,0,146,168,170,7,user_exit,,1 2 3 4 5 8 12 14 16 18,170,0.046999999998661224
148,10,10,1.0,4592.586256024219,459.25862560242194,0.031000000000858563,0.031000000000858563,161,10,0,147,171,173,7,user_exit,,1 2 3 5 7 9 10 14 18 20,173,0.031000000000858563
149,12,12,1.0,4383.776942969757,365.3147452474798,0.030999999999039574,0.030999999999039574,149,12,0,145,161,163,7,user_exit,,2 5 6 7 10 15 18 19,163,0.030999999999039574
150,13,13,1.0,4618.038948323758,355.2337652556737,0.030999999999039574,0.030999999999039574,159,13,0,148,172,174,7,user_exit,,2 4 7 8 9 13 19,174,0.030999999999039574
151,15,15,1.0,4726.9200676685105,315.12800451123405,0.04700000000048021,0.04700000000048021,152,15,0,147,167,169,7,user_exit,,5 6 11 15 18,169,0.04700000000048021
